Actual,Predicted
57.7,57.893341624143396
57.176,57.893341624143396
57.145,57.246336921869215
56.885,57.246336921869215
56.665,56.92037655227751
56.976,56.68123693940324
56.726,56.91181895608231
56.635,56.68123693940324
56.045,56.430869860189055
56.106,56.1504298314906
56.116,56.1504298314906
55.806,56.1504298314906
55.906,55.601991219002876
55.856,56.1504298314906
55.786,56.1504298314906
55.611,55.601991219002876
55.696,55.601991219002876
55.826,55.601991219002876
55.906,55.601991219002876
55.896,56.1504298314906
55.786,56.1504298314906
55.756,55.601991219002876
55.636,55.601991219002876
55.366,55.601991219002876
54.986,55.601991219002876
54.936,54.96822131615882
55.466,54.96822131615882
54.936,55.601991219002876
55.196,54.96822131615882
55.536,54.96822131615882
55.536,55.601991219002876
55.665,55.601991219002876
55.646,55.601991219002876
55.616,55.601991219002876
55.556,55.601991219002876
55.565,55.601991219002876
55.616,55.601991219002876
55.816,55.601991219002876
55.756,55.601991219002876
55.836,55.601991219002876
55.826,56.15712200183413
55.646,55.601991219002876
55.356,55.601991219002876
55.336,55.601991219002876
55.436,55.601991219002876
55.416,55.601991219002876
55.256,55.601991219002876
54.656,54.96822131615882
54.156,54.853694993829016
54.106,53.9938665566339
54.186,53.9696707855883
54.126,53.9938665566339
54.216,53.9938665566339
54.366,53.9938665566339
54.206,54.79338176210974
52.586,53.9938665566339
53.026,52.32964030527681
53.046,53.076307033212586
52.856,53.076307033212586
52.936,53.027964697543105
52.866,53.056015687938455
52.876,53.027964697543105
52.906,53.027964697543105
52.856,53.056015687938455
52.556,53.027964697543105
52.366,52.3245519150366
52.325,52.27439153063764
52.616,52.27439153063764
52.626,52.3245519150366
52.536,52.3245519150366
53.296,52.31619943739353
52.716,53.15446653767887
52.556,53.01452382965982
52.686,52.31619943739353
53.036,53.01452382965982
52.986,53.062866165329304
52.866,53.04257482005517
52.795,53.01452382965982
52.936,53.01452382965982
52.846,53.04257482005517
52.915,53.01961221990003
52.866,53.04257482005517
52.866,53.01452382965982
53.055,53.01452382965982
53.086,53.062866165329304
53.146,53.062866165329304
53.086,53.15446653767887
52.866,53.062866165329304
52.866,53.01452382965982
52.965,53.01452382965982
53.046,53.04257482005517
53.436,53.062866165329304
53.246,53.54689405882777
53.005,53.15446653767887
53.795,53.062866165329304
53.675,53.74509587272049
53.376,53.74509587272049
53.325,53.54689405882777
53.415,53.15446653767887
53.555,53.54689405882777
53.945,53.54689405882777
53.745,53.93803798781612
53.785,53.7501842629607
53.925,53.74509587272049
54.086,53.93803798781612
54.206,53.96131830794523
54.115,54.009802439885604
53.995,54.009802439885604
53.995,53.93803798781612
53.995,53.93803798781612
54.045,53.93803798781612
53.925,53.96131830794523
53.975,53.93803798781612
53.855,53.93803798781612
53.745,53.82525302590928
53.886,53.7501842629607
53.245,53.93803798781612
53.316,53.15955492791908
53.535,53.15955492791908
53.195,53.55198244906798
53.131,53.15955492791908
53.236,53.15955492791908
53.105,53.15955492791908
53.055,53.067954555569514
53.095,53.067954555569514
53.056,53.067954555569514
53.086,53.062866165329304
52.735,53.067954555569514
52.746,53.01961221990003
52.765,53.01452382965982
52.805,53.01452382965982
52.725,53.01452382965982
52.355,53.01452382965982
52.525,52.266039052994564
52.446,52.31619943739353
52.395,52.31619943739353
52.155,52.266039052994564
52.055,52.15039079477882
52.035,52.145666770312864
52.506,52.145666770312864
52.076,52.31619943739353
52.145,52.145666770312864
51.835,52.15039079477882
51.826,51.838603869668184
52.395,51.8026443431079
52.766,52.266039052994564
52.905,53.01452382965982
52.845,53.04257482005517
53.155,53.01452382965982
52.945,53.15446653767887
53.186,53.04257482005517
53.255,53.15446653767887
53.245,53.15446653767887
53.085,53.15446653767887
53.035,53.062866165329304
52.801,53.062866165329304
52.686,53.01452382965982
52.456,53.01452382965982
52.365,52.31619943739353
52.315,52.266039052994564
52.315,52.266039052994564
52.196,52.271127443234775
51.906,52.25012240540157
51.526,51.838603869668184
52.105,51.59919501413514
51.266,52.145666770312864
50.975,51.58042741131312
51.526,50.95789801354251
51.606,51.59919501413514
51.606,51.59919501413514
51.025,51.59776240509712
51.115,50.95789801354251
51.555,50.979724597516025
51.235,51.59919501413514
51.405,50.979724597516025
51.476,51.58042741131312
51.615,51.58042741131312
51.445,51.59919501413514
51.585,51.58042741131312
51.645,51.59919501413514
51.425,51.59919501413514
51.755,51.58042741131312
51.685,51.8026443431079
51.536,51.76771408293387
51.396,51.59919501413514
51.236,51.58042741131312
51.035,50.979724597516025
50.236,50.95789801354251
50.665,50.17555264117002
50.346,50.73257863584458
49.996,50.16111420634945
49.996,49.938587221646344
49.885,49.93217886107566
49.875,49.93217886107566
50.131,49.93217886107566
50.365,50.15470584577877
50.415,50.15470584577877
50.445,50.15470584577877
50.556,50.7261702752739
50.625,50.7261702752739
50.615,50.7261702752739
50.465,50.7261702752739
50.925,50.7261702752739
50.895,50.93705121815126
50.745,50.95148965297183
50.705,50.74060871009447
50.86,50.7261702752739
51.375,50.860715412821946
50.575,51.58042741131312
50.435,50.74701707066515
50.495,50.15470584577877
50.296,50.73257863584458
50.126,50.16111420634945
49.726,50.15470584577877
49.665,49.93217886107566
49.415,49.44604250590619
49.565,49.42419707820282
49.755,49.44604250590619
50.185,49.93217886107566
50.185,50.15470584577877
50.065,50.15470584577877
50.135,50.15470584577877
49.985,50.15470584577877
50.016,49.93217886107566
49.799,50.15470584577877
50.625,49.93217886107566
50.896,50.7261702752739
50.846,50.93705121815126
50.735,50.868745487071834
50.755,50.74060871009447
50.976,50.7261702752739
51.445,50.94345957872194
51.436,51.58042741131312
51.505,51.58042741131312
51.645,51.59919501413514
51.206,51.59919501413514
50.945,50.979724597516025
50.965,50.95789801354251
51.135,50.95789801354251
51.185,50.979724597516025
51.215,50.979724597516025
51.445,50.979724597516025
51.795,51.58042741131312
51.745,51.8026443431079
51.876,51.8026443431079
52.055,51.838603869668184
51.856,52.145666770312864
51.846,51.838603869668184
51.936,51.838603869668184
51.375,51.838603869668184
51.006,51.58042741131312
51.285,50.95789801354251
50.965,51.58042741131312
50.516,50.95789801354251
50.716,50.74701707066515
50.635,50.73257863584458
50.695,50.73257863584458
50.965,50.73257863584458
50.716,50.93705121815126
50.926,50.74060871009447
51.04,50.93705121815126
51.055,50.95148965297183
51.406,50.95789801354251
51.155,51.574019050742436
51.215,50.979724597516025
51.196,50.979724597516025
51.186,50.979724597516025
51.046,50.979724597516025
51.045,50.95789801354251
51.196,50.95789801354251
50.956,50.979724597516025
50.935,50.95789801354251
51.006,50.95789801354251
50.676,50.95789801354251
50.626,50.74701707066515
50.406,50.73257863584458
50.216,50.16111420634945
50.235,50.16111420634945
50.686,50.15470584577877
50.635,50.7261702752739
50.415,50.7261702752739
50.316,50.15470584577877
50.311,50.15470584577877
50.376,50.15470584577877
50.336,50.15470584577877
49.736,50.15470584577877
49.865,49.93217886107566
50.075,49.93217886107566
50.345,50.15470584577877
50.155,50.15470584577877
50.165,50.15470584577877
50.315,50.15470584577877
50.325,50.15470584577877
50.095,50.15470584577877
49.915,50.15470584577877
50.005,49.93217886107566
49.996,50.15470584577877
50.166,49.93217886107566
50.265,50.15470584577877
49.985,50.15470584577877
50.097,49.93217886107566
50.116,50.15470584577877
49.695,50.15470584577877
49.555,49.44604250590619
49.515,49.44604250590619
49.606,49.44604250590619
49.536,49.44604250590619
49.615,49.44604250590619
49.765,49.44604250590619
49.926,49.93217886107566
50.176,49.93217886107566
50.095,50.15470584577877
50.105,50.15470584577877
50.146,50.15470584577877
50.175,50.15470584577877
50.155,50.15470584577877
49.965,50.15470584577877
50.145,49.93217886107566
50.265,50.15470584577877
50.285,50.15470584577877
50.445,50.15470584577877
50.355,50.7261702752739
50.505,50.15470584577877
50.356,50.7261702752739
50.405,50.15470584577877
50.066,50.15470584577877
50.201,50.15470584577877
49.865,50.15470584577877
49.796,49.93217886107566
49.975,49.93217886107566
49.925,49.93217886107566
50.095,49.93217886107566
50.141,50.15470584577877
50.386,50.15470584577877
50.586,50.15470584577877
50.585,50.7261702752739
50.566,50.7261702752739
50.575,50.7261702752739
50.635,50.7261702752739
50.715,50.7261702752739
50.776,50.7261702752739
50.675,50.7261702752739
50.695,50.74060871009447
50.725,50.7261702752739
50.746,50.7261702752739
51.065,50.73257863584458
51.405,50.958877802124775
51.266,51.574019050742436
51.305,51.58042741131312
51.265,51.58042741131312
51.235,51.58042741131312
51.325,50.979724597516025
51.485,51.58042741131312
51.655,51.59919501413514
51.435,51.59919501413514
51.065,51.58042741131312
51.466,50.979724597516025
51.371,51.58042741131312
51.291,51.58042741131312
51.246,51.58042741131312
51.216,50.979724597516025
51.155,50.979724597516025
50.966,50.979724597516025
50.836,50.95789801354251
50.836,50.875153847642515
50.845,50.875153847642515
50.946,50.875153847642515
50.875,50.95789801354251
51.265,50.875153847642515
51.445,51.58042741131312
51.295,51.58042741131312
51.415,51.58042741131312
51.555,51.58042741131312
51.205,51.59919501413514
51.495,50.979724597516025
51.576,51.59919501413514
51.495,51.59919501413514
51.375,51.59919501413514
51.565,51.58042741131312
51.396,51.59919501413514
51.456,51.58042741131312
51.395,51.58042741131312
51.446,51.58042741131312
51.505,51.58042741131312
51.425,51.59919501413514
51.475,51.58042741131312
51.555,51.58042741131312
51.505,51.59919501413514
52.065,51.59919501413514
52.095,52.145666770312864
52.105,52.145666770312864
51.825,52.145666770312864
52.065,51.8026443431079
51.845,52.145666770312864
51.816,51.838603869668184
51.705,51.8026443431079
51.885,51.76771408293387
52.005,51.838603869668184
52.055,52.145666770312864
52.216,52.145666770312864
52.085,52.25012240540157
52.016,52.145666770312864
52.016,52.145666770312864
52.026,52.145666770312864
51.995,52.145666770312864
51.975,52.145666770312864
52.145,51.838603869668184
52.121,52.15039079477882
52.066,52.145666770312864
52.166,52.145666770312864
52.106,52.15039079477882
52.036,52.145666770312864
52.036,52.145666770312864
52.016,52.145666770312864
52.066,52.145666770312864
52.066,52.145666770312864
52.056,52.145666770312864
52.091,52.145666770312864
52.301,52.145666770312864
51.936,52.266039052994564
51.896,51.838603869668184
51.801,51.838603869668184
51.686,51.8026443431079
51.646,51.76771408293387
51.626,51.59919501413514
51.686,51.59919501413514
51.646,51.76771408293387
51.341,51.59919501413514
51.326,51.58042741131312
51.206,51.58042741131312
51.246,50.979724597516025
51.066,50.979724597516025
50.936,50.979724597516025
50.976,50.95789801354251
51.396,50.95789801354251
51.666,51.58042741131312
51.576,51.76771408293387
51.671,51.59919501413514
51.801,51.76771408293387
52.086,51.8026443431079
52.376,52.145666770312864
52.296,52.266039052994564
52.386,52.266039052994564
52.386,52.266039052994564
52.806,52.266039052994564
52.826,53.01452382965982
52.736,53.01452382965982
52.656,53.01452382965982
52.786,52.31619943739353
52.646,53.01452382965982
52.866,52.31619943739353
52.926,53.01452382965982
53.076,53.04257482005517
52.996,53.062866165329304
53.056,53.062866165329304
52.926,53.062866165329304
53.216,53.04257482005517
53.366,53.15446653767887
53.576,53.54689405882777
53.525,53.54689405882777
53.626,53.54689405882777
53.416,53.54689405882777
53.675,53.54689405882777
53.746,53.74509587272049
53.695,53.74509587272049
53.946,53.74509587272049
53.616,53.932949597575906
53.566,53.55198244906798
53.676,53.55198244906798
53.776,53.7501842629607
53.746,53.7501842629607
53.775,53.7501842629607
53.555,53.7501842629607
53.706,53.55198244906798
53.616,53.7501842629607
53.636,53.55198244906798
53.966,53.55198244906798
53.966,53.93803798781612
54.046,53.93803798781612
54.421,53.96131830794523
53.846,54.75195100962259
53.966,53.82525302590928
53.876,53.93803798781612
53.836,53.82525302590928
53.886,53.82525302590928
53.685,53.93803798781612
53.456,53.7501842629607
53.645,53.55198244906798
53.576,53.7501842629607
53.576,53.55198244906798
53.585,53.55198244906798
53.505,53.55198244906798
53.376,53.55198244906798
53.346,53.55198244906798
53.346,53.15955492791908
53.426,53.15955492791908
52.926,53.55198244906798
53.066,53.04766321029538
52.806,53.067954555569514
53.026,53.01961221990003
52.876,53.067954555569514
52.836,53.01961221990003
52.836,53.01961221990003
53.266,53.01961221990003
53.431,53.15955492791908
53.386,53.55198244906798
53.396,53.54689405882777
53.296,53.54689405882777
53.436,53.15446653767887
52.035,53.54689405882777
51.856,52.145666770312864
51.945,51.838603869668184
51.956,51.838603869668184
52.076,51.843692259908394
52.116,52.150755160553075
52.136,52.150755160553075
52.136,52.150755160553075
51.836,52.150755160553075
51.726,51.843692259908394
51.516,51.8026443431079
51.436,51.59919501413514
51.215,51.58042741131312
51.281,50.979724597516025
50.966,51.58042741131312
51.165,50.95789801354251
51.026,50.979724597516025
50.686,50.95789801354251
50.656,50.74701707066515
51.016,50.73257863584458
51.536,50.94345957872194
51.246,51.59919501413514
51.295,50.973316236945344
51.426,51.574019050742436
51.676,51.58042741131312
51.566,51.76771408293387
51.626,51.59919501413514
51.536,51.59919501413514
51.585,51.59919501413514
51.675,51.59919501413514
51.856,51.76771408293387
51.806,51.838603869668184
51.415,51.8026443431079
51.316,51.58042741131312
51.155,51.58042741131312
51.336,50.979724597516025
51.416,51.58042741131312
51.376,51.58042741131312
51.156,51.58042741131312
50.656,50.979724597516025
50.636,50.74701707066515
50.535,50.73257863584458
50.056,50.73257863584458
49.766,50.16111420634945
49.756,49.93217886107566
50.065,49.93217886107566
50.156,50.15470584577877
50.186,50.15470584577877
50.255,50.15470584577877
50.231,50.15470584577877
50.236,50.15470584577877
50.286,50.15470584577877
50.186,50.15470584577877
49.916,50.15470584577877
49.786,49.93217886107566
49.406,49.93217886107566
49.176,49.36474143065666
49.226,49.295109931808355
49.266,49.295109931808355
49.156,49.295109931808355
49.356,49.295109931808355
50.056,49.36474143065666
50.036,50.15470584577877
49.476,50.15470584577877
49.326,49.44604250590619
48.306,49.35193074837809
48.616,48.302739893209605
48.676,48.72219959747353
48.615,48.72219959747353
48.386,48.72219959747353
48.386,48.302739893209605
47.906,48.302739893209605
48.016,47.939821189902474
48.076,47.986278945042805
47.916,47.986278945042805
48.046,47.939821189902474
47.976,47.986278945042805
47.976,47.986278945042805
48.236,47.986278945042805
47.896,48.302739893209605
47.656,47.939821189902474
47.475,47.58217848737234
47.246,47.58217848737234
46.926,47.303531226563074
46.406,46.89565412903811
46.696,46.13563981104148
47.006,46.86149831481546
47.306,46.93027590711126
46.626,47.303531226563074
46.916,46.80693593862073
46.696,46.89565412903811
46.295,46.86149831481546
46.786,46.13563981104148
46.526,46.86149831481546
46.476,46.80693593862073
46.276,46.80693593862073
45.905,46.13563981104148
45.726,45.89576430425608
45.566,45.781295255948514
45.626,45.621583300684385
45.786,45.66033206325683
45.766,45.781295255948514
45.246,45.781295255948514
45.326,45.02098828818243
45.771,45.621583300684385
45.736,45.77974949959392
45.466,45.77974949959392
45.041,45.60018662299422
44.156,44.98187407995841
44.686,44.38091198601102
44.906,44.713761292977736
44.776,44.88779790350748
45.216,44.74493496592936
45.236,45.042019079039704
45.256,45.017000440802065
44.581,45.015567831764045
44.456,44.71232868393972
45.116,44.41915636336905
46.126,45.01996976705801
46.126,46.07246938123556
46.066,46.07246938123556
46.156,46.057803031017976
45.886,46.092069821754826
46.296,45.89278593886347
46.216,46.11460743342097
45.696,46.11460743342097
45.306,45.68470552703211
44.886,45.01955567914441
45.546,44.88766582668261
46.016,45.620150691646366
45.786,46.06124652466245
46.206,45.779862646910495
46.976,46.13420720200346
47.066,46.92667623867102
46.936,47.08840600167207
46.706,46.89205446059787
47.366,46.8786171396859
47.475,47.32423315189638
47.906,47.58074587833432
48.246,47.939821189902474
48.086,48.302739893209605
47.926,47.986278945042805
48.046,47.939821189902474
47.766,47.986278945042805
47.556,47.86288404350546
47.636,47.58217848737234
47.576,47.58217848737234
47.616,47.58217848737234
48.356,47.58217848737234
48.556,48.302739893209605
48.106,48.72219959747353
47.591,47.986278945042805
47.866,47.58217848737234
47.546,47.939821189902474
48.266,47.58217848737234
47.436,48.302739893209605
47.306,47.3256657609344
46.676,47.303531226563074
47.346,46.80693593862073
47.256,47.3256657609344
47.055,47.303531226563074
47.006,47.09200567011231
47.476,46.93027590711126
47.786,47.58217848737234
47.816,47.86288404350546
47.906,47.86288404350546
47.906,47.939821189902474
47.906,47.939821189902474
47.706,47.939821189902474
47.381,47.58217848737234
47.276,47.3256657609344
47.536,47.303531226563074
47.666,47.58217848737234
47.846,47.58217848737234
47.896,47.86288404350546
47.996,47.939821189902474
47.941,47.986278945042805
47.656,47.939821189902474
46.826,47.58217848737234
47.336,46.88221680812614
47.056,47.303531226563074
46.956,47.09200567011231
47.066,46.93027590711126
47.155,47.09200567011231
47.326,47.10049472453171
47.336,47.303531226563074
47.456,47.303531226563074
47.406,47.58217848737234
47.326,47.3256657609344
47.246,47.303531226563074
47.456,47.303531226563074
47.316,47.58217848737234
47.096,47.303531226563074
46.916,47.09200567011231
46.626,46.89565412903811
46.516,46.80693593862073
46.666,46.80693593862073
46.966,46.80693593862073
46.426,46.93027590711126
46.666,46.13563981104148
46.706,46.80693593862073
46.616,46.86149831481546
46.216,46.80693593862073
46.126,46.13563981104148
45.806,46.07544774662817
45.926,45.781295255948514
45.965,45.93029781354664
46.206,45.93029781354664
46.146,46.13563981104148
45.746,46.114999936665214
45.476,45.781295255948514
45.406,45.621583300684385
45.386,45.621583300684385
45.436,45.621583300684385
45.476,45.621583300684385
45.236,45.621583300684385
45.236,45.02098828818243
44.766,45.042019079039704
44.266,44.74363443371622
43.866,44.37961145379788
43.576,43.81791480066614
43.736,43.770316859176944
43.241,43.770316859176944
42.371,43.682097666712146
42.426,42.44826074047274
42.256,42.44826074047274
42.146,42.23707433825291
41.176,42.23707433825291
41.636,41.70607149346385
41.586,41.70607149346385
32.58,41.70607149346385
32.49,33.05185055287766
32.8,32.683511853276954
30.805,32.96822618047959
30.45,30.876332983739243
28.43,30.600467165404346
28.415,28.799177515408626
29.55,28.78409052432469
30.02,29.826315797649208
30.066,30.034453522215664
32.256,29.981648060948572
33.375,32.19918117222396
31.82,33.19053263766608
31.95,31.706829991499212
31.535,31.991363627766933
33.165,31.50564924564801
33.81,33.24352272458721
34.065,33.78896277875855
33.18,34.229496021008856
32.42,33.217374889785205
31.39,32.40467365653248
30.965,31.459358132513724
30.185,30.924308040975323
31.715,30.262599531490665
32.4,31.67303815239678
32.74,32.35066475453559
32.655,32.80360336749384
32.98,32.80360336749384
33.295,32.86223222070774
33.15,33.16336598778832
33.69,32.86223222070774
33.4,33.72621492572838
32.59,33.16336598778832
32.455,32.708423205814526
33.42,32.35066475453559
34.025,33.16336598778832
34.335,34.20166671686755
34.035,34.20166671686755
33.515,34.20166671686755
32.975,33.76008054939298
33.096,32.91577444705608
33.69,32.88190882339148
33.486,33.745891528412116
34.486,33.16336598778832
34.54,34.28595403891461
34.815,34.31699209051333
34.296,34.52807000702966
34.026,34.47709109197042
34.871,34.46572964305544
35.696,34.33893904858617
35.281,35.036136950761055
35.24,35.247214867277386
35.081,35.28052327426521
34.876,35.31438889792981
34.546,34.614920640365824
34.176,34.58105501670122
34.016,34.49676769465416
33.396,34.49959526672004
33.456,33.25021662112448
33.226,33.21690821413666
32.976,33.21690821413666
33.326,32.91577444705608
33.546,33.16336598778832
33.246,33.72621492572838
33.456,33.19723161145292
33.466,33.19723161145292
32.916,33.19723161145292
33.046,32.89609784437234
33.075,32.89609784437234
33.526,32.89609784437234
33.106,33.76008054939298
33.426,32.89609784437234
30.996,33.19723161145292
31.146,31.107423536566195
31.306,31.191914044000367
31.616,31.448668478268573
31.756,31.798019472720217
31.505,31.80870912696537
31.365,31.459358132513724
31.256,31.459358132513724
31.216,31.20836625985538
31.106,31.19767660561023
30.976,31.15804842033577
30.786,30.86007616038184
31.201,30.777182554256896
31.386,31.19767660561023
31.496,31.414802854603977
31.626,31.459358132513724
31.126,31.80870912696537
31.286,31.168738074580922
30.996,31.163810981945634
30.945,31.15804842033577
30.986,30.893941784046437
31.031,31.15804842033577
31.126,31.191914044000367
30.761,31.15804842033577
31.046,30.777182554256896
31.166,31.15804842033577
31.756,31.15804842033577
31.985,31.76415384905562
32.251,31.911206890968042
33.026,32.35066475453559
32.6,32.86223222070774
33.056,32.80360336749384
33.066,32.86223222070774
33.146,32.86223222070774
33.426,32.86223222070774
32.491,33.16336598778832
32.196,32.25548459285628
31.456,31.95562920489441
31.795,31.42549250884913
32.356,31.774843503300772
31.971,32.35066475453559
33.156,31.911206890968042
32.946,33.16336598778832
30.251,32.86223222070774
30.451,30.28594098270478
30.971,30.440567296192047
31.311,30.784047454806938
31.206,31.414802854603977
31.196,31.163810981945634
31.116,31.163810981945634
30.796,31.15804842033577
30.326,30.777182554256896
30.615,30.27525132845963
30.046,30.686066857598057
30.106,30.122441989015073
29.891,30.171483834831825
29.116,30.031326292356233
28.876,29.195369121161544
29.266,29.085275604312354
29.856,29.383806114926028
29.876,29.768979096315825
29.066,29.98471779287774
28.766,29.03866710483386
28.986,28.897742874571048
28.685,29.061501697439216
28.655,28.789470287478572
29.041,28.789470287478572
29.126,28.997234207812188
29.846,29.108858678495157
29.666,29.686363408652298
29.595,29.652081344826865
29.881,29.68067816718698
30.006,30.00108133392596
29.956,30.01767025675143
29.886,30.01767025675143
30.196,30.025289972832937
29.065,30.16544751530853
28.906,29.079239284789058
29.421,29.079239284789058
28.911,29.37776979540273
28.676,29.03866710483386
28.416,28.778097723233152
28.626,28.615007370560335
28.896,28.778097723233152
28.096,29.03866710483386
27.736,28.21787813727003
26.911,28.06606182043476
26.875,27.467100523650828
26.775,27.13498835110619
26.895,27.0821828898391
26.491,27.152634114302803
27.061,27.028412098573398
26.921,27.11101659162711
27.091,26.9705122089018
27.026,27.089814101186395
26.946,27.05311670195551
26.336,27.0242830001675
26.381,26.993305087568505
26.186,27.0821828898391
26.211,26.939534296302803
25.251,27.028412098573398
25.261,27.028412098573398
24.801,26.9705122089018
24.388,26.939534296302803
24.186,26.9705122089018
23.256,26.9705122089018
22.941,26.939534296302803
22.091,26.997224421561
21.105,27.01327051282872
21.581,27.01327051282872
22.161,27.01327051282872
22.376,27.01327051282872
23.456,27.01327051282872
24.026,27.01327051282872
23.146,27.01327051282872
23.346,27.01327051282872
21.976,27.01327051282872
22.006,27.01327051282872
22.701,27.01327051282872
23.296,27.067999468614094
23.556,27.01327051282872
23.021,27.067999468614094
24.046,27.067999468614094
23.331,27.067999468614094
23.081,27.067999468614094
22.486,27.067999468614094
22.556,27.067999468614094
22.806,27.067999468614094
23.656,27.067999468614094
24.436,27.067999468614094
25.406,27.067999468614094
25.591,27.067999468614094
26.235,27.067999468614094
25.96,27.067999468614094
25.63,27.067999468614094
25.576,27.067999468614094
26.486,27.067999468614094
25.856,27.067999468614094
26.24,27.067999468614094
27.14,27.067999468614094
27.046,27.13353056963299
26.996,27.276853790975014
26.476,27.150603961667805
27.706,27.121770259879796
27.496,27.679114033988036
27.79,27.664561404908383
28.2,28.077810461043445
27.186,28.362145653941948
26.606,27.575549433320344
25.526,27.301790880452707
24.475,27.152957936892193
24.956,27.09918714562649
23.846,27.09918714562649
25.406,27.09918714562649
24.976,27.09918714562649
23.106,27.067999468614094
23.736,27.067999468614094
23.6,27.067999468614094
21.431,27.078146575415246
21.546,27.02341761962987
22.26,27.078146575415246
22.556,27.078146575415246
22.746,27.02341761962987
22.686,27.02341761962987
22.87,26.965727494371674
22.83,26.965727494371674
22.831,26.965727494371674
22.89,26.965727494371674
22.295,27.02341761962987
22.406,27.02341761962987
22.286,27.02341761962987
22.31,27.02341761962987
23.236,27.078146575415246
22.79,27.078146575415246
22.596,27.078146575415246
21.816,27.078146575415246
22.636,27.078146575415246
22.556,27.078146575415246
23.386,27.078146575415246
23.526,27.078146575415246
23.735,27.078146575415246
24.126,27.078146575415246
24.416,27.078146575415246
24.256,27.078146575415246
24.741,27.078146575415246
24.456,27.078146575415246
24.126,27.078146575415246
24.306,27.078146575415246
24.326,27.078146575415246
24.581,27.078146575415246
24.436,27.078146575415246
24.516,27.078146575415246
24.826,27.078146575415246
24.666,27.078146575415246
23.845,27.078146575415246
24.226,27.078146575415246
23.606,27.078146575415246
23.386,27.078146575415246
23.636,27.078146575415246
23.526,27.078146575415246
23.116,27.078146575415246
23.875,27.078146575415246
23.915,27.078146575415246
24.295,27.078146575415246
